Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
input/resources/CodeSystem-BRUnidadeMedida.xml	7111	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	18	38	0	0	0	1	0	0
input/resources/CodeSystem-BRViaAdministracao.xml	21770	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	31	45	0	0	0	1	0	1
input/resources/StructureDefinition-BRCoreComposition.json	23390	1	0	58	0	0	0	0	1	68	0	0	0	0	0	0	0	0	0	0	0	239	1107	0	3	0	7	0	0
input/resources/StructureDefinition-BRCoreMedication.json	6394	1	0	13	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	99	276	0	0	0	3	0	1
input/resources/StructureDefinition-BRCoreOrganization.json	28051	1	0	24	0	0	0	0	0	44	0	0	1	0	0	0	0	0	0	0	0	313	755	0	0	0	8	1	1
input/resources/StructureDefinition-BRCorePractitioner.json	65256	2	0	113	0	0	0	0	0	69	0	0	0	0	0	0	0	1	0	0	0	639	2662	0	0	0	17	0	4
input/resources/StructureDefinition-BRCorePractitionerRole.json	11922	1	0	13	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	136	307	0	0	0	5	0	1
input/resources/StructureDefinition-BRIndividuoNaoIdentificado-1.0.json	5135	0	0	7	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	55	252	0	0	0	1	0	0
input/resources/StructureDefinition-BRProblemaDiagnostico.xml	18051	5	0	22	0	0	0	0	0	32	0	0	1	0	0	0	0	1	0	0	0	263	557	0	0	0	8	0	2
input/resources/StructureDefinition-RNDSDispensacaoMedicamento.xml	50377	7	0	38	0	0	0	0	0	58	0	0	0	0	0	0	0	1	0	0	0	485	933	0	0	0	14	0	3
input/resources/StructureDefinition-RNDSEstabelecimentoSaude.xml	20735	5	0	20	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	278	430	0	1	0	9	1	2
input/resources/StructureDefinition-RNDSLotacaoProfissional.xml	8044	3	0	10	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	125	235	0	0	0	4	0	0
input/resources/StructureDefinition-RNDSMedicamento.xml	7516	4	0	11	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	125	253	0	0	0	3	0	1
input/resources/StructureDefinition-RNDSPrescricaoMedicamento.xml	58893	6	0	33	0	0	0	0	0	39	0	0	0	0	0	0	0	1	0	0	0	512	891	0	0	0	17	0	2
input/resources/StructureDefinition-RNDSProfissional.xml	53474	7	0	39	0	0	0	0	0	459	0	0	0	0	0	0	0	1	0	0	0	663	1178	0	0	0	20	0	4
input/resources/StructureDefinition-RNDSRegistroEletronicoDispensacaoFornecimentoMedicamentos.xml	30478	6	0	35	1	0	0	0	1	48	0	0	0	0	0	0	0	1	0	0	0	513	679	0	1	0	16	1	3
input/resources/StructureDefinition-br-core-healthcareservice.json	9662	1	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	132	261	0	0	0	4	0	0
input/resources/StructureDefinition-br-core-location.json	6849	0	0	7	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	94	196	0	0	0	2	0	1
input/resources/StructureDefinition-br-core-relatedperson.json	7368	1	0	7	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	79	228	0	0	0	3	0	0
input/resources/ValueSet-BRCOREN.json	4894	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	16	118	0	0	0	0	0	0
input/resources/ValueSet-BRCRF.json	4780	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	15	59	0	0	0	0	0	0
input/resources/ValueSet-BRCRM.json	4771	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	15	61	0	0	0	1	0	0
input/resources/ValueSet-BRCRO.json	4780	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15	56	0	0	0	0	0	0
input/resources/ValueSet-BRCategoriaCondicao.json	1287	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	46	0	0	0	0	0	1
input/resources/ValueSet-BREstadoDocumento-1.0.json	1630	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11	44	0	0	0	0	0	0
input/resources/ValueSet-BREstadoResolucaoDiagnosticoProblema-1.0.json	2182	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11	42	0	0	0	1	0	0
input/resources/ValueSet-BRJustificativaIndividuoNaoIdentificado-1.0.json	973	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	34	0	0	0	0	0	0
input/resources/ValueSet-BROcupacao-1.0.xml	765	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	185	0	0	0	0	0	0
input/resources/ValueSet-BROutrosProfissionais.json	9439	0	0	0	0	0	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	25	50	0	0	0	0	0	0
input/resources/ValueSet-BRProblemaDiagnostico.xml	920	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	187	0	0	0	1	0	0
input/resources/ValueSet-BRSexo-1.0.json	1581	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	36	0	0	0	0	0	0
input/resources/ValueSet-BRTerminologiaMedicamento.xml	1217	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	354	0	0	0	0	0	0
input/resources/ValueSet-BRTipoDispensacaoRealizada.json	750	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	28	0	0	0	0	0	0
input/resources/ValueSet-BRTipoDocumento-1.0.xml	727	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	27	0	0	0	0	0	0
input/resources/ValueSet-BRUnidadeMedidaMedicamento.xml	822	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	30	0	0	0	1	0	0
input/resources/ValueSet-BRViaAdministracao-1.0.xml	732	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	30	0	0	0	0	0	0
input/resources/ValueSet-RNDSUnidadeMedida.xml	123768	12	0	0	0	0	0	0	3	2524	0	0	0	0	0	0	0	1	0	0	0	97	373	0	0	0	5	0	1
/input/includes/menu.xml	1792	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/exemplos.xml	569	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
/input/pagecontent/index.xml	5018	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
/input/pagecontent/changes.xml	446	-	-	-	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
/input/pagecontent/suporte.xml	771	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
/input/pagecontent/downloads.xml	1298	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
/input/pagecontent/integracao.xml	18402	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
/input/pagecontent/credenciamento.xml	5688	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
/input/pagecontent/mi.xml	25162	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
/input/pagecontent/mc.xml	4546	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
/input/pagecontent/lives.xml	3111	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
/input/pagecontent/abstract.xml	2988	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
/input/pagecontent/forms.xml	967	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
/input/pagecontent	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/portalServicos.png	266125	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/gerenciadorCredenciais.png	92837	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/redfmMC.png	216321	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/images/estabelecimentosFilhos.png	33060	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/acessoGov.png	615672	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	216	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0
/temp/pages/_includes/fragment-artifacts-table.html	3362	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0
